First_pokemon,Second_pokemon,Winner,HP_diff,Atk_diff,Def_diff,SpAtk_diff,SpDef_diff,Spd_diff,1_2_Atk_Def,1_2_Atk_HP,1_2_SpAtk_SpDef,1_2_SpAtk_HP,2_1_Atk_Def,2_1_Atk_HP,2_1_SpAtk_SpDef,2_1_SpAtk_HP,Dmg_mul_1,Dmg_mul_2,Lgnd_1,Lgnd_2,Prio,Pkmn_1_win
374,149,149,-22,20,-5,-35,-40,-5,10,15,-25,-15,-5,17,50,42,1.0,1.0,0,0,1,0
420,433,420,25,22,16,85,55,79,26,35,75,75,-12,-12,-65,-35,1.0,0.5,1,0,0,1
589,485,589,3,61,-46,6,-41,45,-1,28,-56,-27,-16,-36,-21,-36,2.0,1.0,0,0,0,1
700,617,700,-14,60,24,-50,-33,53,-15,-15,-15,-15,-99,-61,68,49,1.0,4.0,1,0,0,1
8,443,8,23,55,61,90,45,20,80,75,90,75,-36,-3,-45,-38,1.0,1.0,0,0,0,1
162,437,437,27,56,43,22,48,-1,82,70,48,36,-17,-13,-22,-13,2.0,1.0,0,0,1,0
704,266,704,29,36,30,65,40,80,50,50,60,60,-16,-15,-45,-34,0.5,2.0,1,0,0,1
673,431,431,16,47,-90,-30,-110,-23,-43,67,-120,-10,0,4,20,4,1.0,1.0,0,1,1,0
45,460,460,55,-34,-85,-14,-60,-16,-60,-15,-40,-15,59,-36,34,-56,1.0,1.0,0,0,1,0
590,168,590,50,73,-20,-13,-15,28,55,75,-30,-10,2,-48,-2,-47,1.0,1.0,0,0,0,1
301,39,301,-1,13,3,-5,-5,60,28,24,-5,-11,12,12,5,-5,1.0,1.0,0,0,0,1
299,643,643,15,13,-3,3,-3,-18,37,25,27,15,27,-3,27,-3,2.0,2.0,0,0,1,0
120,674,674,4,-62,5,-30,-40,-72,-5,9,-40,-46,52,67,30,-20,1.0,1.0,0,0,1,0
349,409,409,-25,-15,-40,-15,-40,-5,40,25,15,0,95,65,70,40,1.0,1.0,0,0,1,0
175,228,228,20,10,25,24,28,-7,30,40,24,14,-5,10,-28,-30,0.5,1.0,0,0,1,0
647,760,647,-12,-45,-65,-14,-36,7,-55,-12,-46,-32,55,45,4,-6,4.0,1.0,0,0,0,1
518,127,518,20,58,-28,0,40,10,28,68,50,40,-2,-10,10,20,2.0,1.0,0,0,0,1
670,223,223,-5,-35,-45,60,-5,-30,-65,-25,30,30,15,15,-25,-25,1.0,2.0,0,0,1,0
179,56,56,90,-5,25,41,51,-25,25,40,31,66,5,-45,-61,-65,1.0,0.0,0,0,1,0
96,591,591,-23,20,-36,-20,-36,-25,-6,-23,-46,-63,10,-20,10,-20,1.0,1.0,0,0,1,0
627,663,627,14,8,18,13,-20,-58,-7,48,-2,23,-33,26,5,-4,1.0,1.0,0,0,1,1
568,95,568,-5,40,10,-25,-5,10,30,20,-50,-45,-20,-15,-20,-15,1.0,1.0,0,0,0,1
37,698,37,35,7,32,25,30,16,37,37,20,20,-2,-5,-35,-40,2.0,1.0,0,0,0,1
106,408,106,20,-22,-30,13,65,17,-27,8,23,8,25,10,-55,-25,1.0,1.0,0,0,0,1
334,644,334,34,90,180,-5,20,6,90,104,0,24,-180,-20,-15,-5,2.0,0.5,0,0,0,1
125,741,125,39,60,52,-2,43,48,77,59,3,-6,-35,-40,-38,-43,1.0,1.0,0,0,0,1
467,477,477,20,-31,-39,31,-46,-20,11,40,-11,20,81,51,4,-31,1.0,1.0,0,0,1,0
415,623,623,8,42,120,-53,20,-47,20,28,-30,-22,-142,-22,3,23,2.0,1.0,1,0,1,0
783,498,783,-16,-44,0,-71,-15,-44,-4,-4,-26,-26,40,56,60,61,1.0,1.0,0,0,1,1
470,5,5,37,-4,5,-3,12,-31,5,9,7,18,4,-24,-2,-16,2.0,0.5,0,0,1,0
329,246,246,-15,5,-55,15,-15,-20,-55,20,-15,-10,-5,30,-15,-10,0.5,1.0,0,0,1,0
279,262,279,-175,110,60,35,-65,25,110,-135,-25,-145,-60,-70,5,-5,2.0,1.0,0,0,0,1
729,176,729,50,10,43,15,32,58,22,21,5,15,-31,-39,-42,-50,1.0,1.0,0,0,0,1
75,104,75,55,85,-80,35,40,-15,-30,95,20,30,-35,-45,-55,-60,2.0,1.0,0,0,1,1
237,96,96,-40,-40,-10,30,-10,-5,-10,-40,20,-10,40,40,0,0,1.0,1.0,0,0,1,0
566,7,7,-33,-24,-33,-84,-40,-45,-18,-18,-60,-53,39,39,64,64,1.0,1.0,0,0,1,0
91,117,91,-38,10,-20,-2,-13,30,-10,-25,-17,-32,0,3,-2,8,1.0,1.0,0,0,0,1
204,275,275,-15,-40,-15,-60,-20,-40,-20,-25,-40,-25,35,30,40,50,2.0,0.25,0,0,1,0
471,19,19,46,-7,28,47,2,-36,43,18,12,27,22,-21,-37,-66,2.0,1.0,0,0,1,0
38,384,384,-24,-13,-30,-30,-30,-20,-13,-13,-30,-30,30,24,30,24,1.0,1.0,0,0,1,0
404,348,348,10,-6,85,49,55,-13,64,39,94,69,-15,35,-10,10,0.5,1.0,0,0,1,0
628,661,628,15,57,-25,29,-15,40,42,72,14,34,10,0,0,-10,0.5,2.0,0,0,0,1
274,401,274,-60,-15,-45,-10,-25,30,-25,-45,-5,-25,35,30,30,45,2.0,2.0,0,0,0,1
217,32,32,-12,-18,-7,-18,-32,-62,17,12,-8,12,42,42,42,42,1.0,1.0,0,0,1,0
341,474,341,-90,-30,-4,-5,21,15,6,-100,31,-65,40,20,15,30,2.0,1.0,0,0,0,1
505,285,505,48,51,30,56,35,50,71,71,56,51,-10,-28,-35,-53,2.0,0.5,0,0,0,1
272,280,280,20,-60,20,-30,20,0,20,20,20,20,60,60,30,30,2.0,2.0,0,0,0,0
695,154,154,-28,-40,-15,-15,-25,-92,0,-15,-30,-35,55,53,10,8,1.0,1.0,0,0,1,0
726,558,726,-11,0,7,38,11,52,18,-2,38,18,11,9,-11,-9,2.0,0.5,0,0,0,1
624,185,185,-37,-8,47,-1,9,-37,-8,-45,-1,-20,-47,0,-9,18,1.0,1.0,0,0,1,0
26,93,93,-5,-29,-10,-10,10,-3,11,21,-10,-10,50,55,-10,5,1.0,1.0,0,0,1,0
781,753,781,-29,14,10,-19,-10,28,6,-12,-21,-34,-18,3,8,14,1.0,1.0,0,0,0,1
644,386,386,-8,-25,15,2,27,-1,15,6,32,21,25,39,3,27,1.0,1.0,0,0,1,0
309,601,309,25,7,-8,40,22,18,-10,15,20,35,-9,-17,-42,-30,4.0,0.5,0,0,0,1
496,762,496,70,10,-50,-57,-38,-39,-5,20,-83,-25,35,-60,12,-38,1.0,1.0,0,0,1,1
312,503,503,-10,-30,-50,-25,-40,-65,-50,-10,-40,-35,30,30,25,0,1.0,1.0,0,0,1,0
418,409,418,-15,-55,10,0,50,10,0,-15,30,15,45,55,-20,30,2.0,2.0,1,0,0,1
297,210,297,-15,-5,5,5,5,15,-5,-15,5,-25,-5,5,-5,-15,4.0,0.5,0,0,0,1
734,441,441,-39,-64,-28,-84,-71,-31,-66,-62,-74,-57,26,41,81,66,0.5,1.0,0,0,1,0
40,715,715,-10,30,-13,-44,-15,-23,12,11,-5,-6,-5,-9,54,48,1.0,2.0,0,0,1,0
7,328,7,28,-1,-47,24,-30,80,-41,34,-6,59,7,7,0,7,1.0,1.0,0,0,0,1
263,58,263,50,40,40,75,60,25,50,45,75,75,-30,-45,-60,-50,1.0,1.0,1,0,0,1
372,426,426,-55,-102,-47,-104,-49,-35,-42,-57,-44,-59,107,100,109,100,1.0,1.0,0,1,1,0
74,393,393,15,-30,10,-25,0,-30,40,35,-10,-15,60,50,15,-5,2.0,0.5,0,0,1,0
64,425,425,-45,-110,-115,-80,-40,-30,-90,-30,-20,-30,135,125,100,95,0.5,2.0,0,1,1,0
62,127,127,-15,15,-60,-60,0,-15,-15,25,-10,-20,30,25,50,55,1.0,1.0,0,0,1,0
259,99,259,-5,-32,-143,-20,10,25,-117,13,20,15,58,50,30,40,2.0,1.0,0,0,0,1
57,626,626,-19,2,-53,-3,25,98,-23,26,5,-4,28,43,-17,18,2.0,2.0,0,0,0,0
198,50,198,15,15,25,5,25,10,10,20,15,30,-30,-10,-15,10,0.25,2.0,0,0,0,1
580,464,580,-8,-3,-40,-30,-60,25,-25,7,-52,-20,18,18,38,18,2.0,1.0,0,0,0,1
504,499,499,-22,-84,-48,-79,-30,-62,-27,-9,-9,-9,105,97,100,92,2.0,1.0,0,0,1,0
666,91,91,33,50,25,47,18,-10,60,63,43,53,-15,-20,-22,-27,2.0,1.0,0,0,1,0
112,737,737,9,27,13,16,-1,-51,23,9,59,39,-17,-27,44,14,1.0,2.0,0,0,1,0
386,494,494,-64,-55,-60,-17,-52,-57,-20,-33,-22,-45,95,86,47,36,1.0,1.0,0,0,1,0
753,588,588,11,-5,5,-14,10,-91,-3,-15,8,-4,-3,-21,12,-1,1.0,1.0,0,0,1,0
89,110,110,-35,-15,0,15,-25,-95,-35,-25,15,35,-20,25,25,55,0.5,0.5,0,0,1,0
338,465,465,-20,0,-30,20,-50,-30,-25,-15,-25,5,5,5,5,5,0.5,0.5,0,0,1,0
777,726,726,36,37,18,27,94,-17,48,46,54,56,-7,-27,-67,-7,1.0,0.5,0,0,1,0
462,628,628,15,-18,5,20,5,-4,49,39,49,39,62,42,24,4,1.0,4.0,0,0,1,0
20,50,20,5,85,-30,-70,5,105,80,90,-60,-45,25,0,5,20,2.0,0.5,0,0,0,1
202,326,326,20,10,10,35,45,0,10,5,35,20,-10,-25,-45,-35,1.0,1.0,0,0,0,0
162,23,23,8,54,20,30,30,-21,59,51,30,17,-15,-11,-30,-21,1.0,1.0,0,0,1,0
149,133,133,-5,-50,-10,30,-5,-65,-20,-10,5,15,40,45,-20,-10,1.0,1.0,0,0,1,0
349,251,349,-20,60,-20,55,0,55,60,30,55,5,20,-10,0,-30,2.0,1.0,0,0,0,1
768,39,768,21,49,62,14,4,6,64,60,14,8,-47,-10,-4,-27,1.0,0.5,0,0,0,1
521,738,521,42,38,47,55,-23,53,37,32,37,72,-48,-48,5,-25,1.0,1.0,0,0,0,1
353,213,213,-35,-5,-70,5,-85,-30,-50,-35,-65,-30,25,5,15,0,1.0,1.0,0,0,1,0
297,255,255,-15,20,15,10,-15,-45,5,-15,-15,-25,-30,-20,-10,-20,1.0,1.0,0,0,1,0
333,340,340,0,35,100,-75,-20,-85,30,40,-20,-10,-105,5,75,65,1.0,1.0,0,0,1,0
450,119,119,-5,-5,-71,-25,-21,0,-35,20,-10,-5,41,30,36,25,1.0,1.0,0,0,0,0
470,351,351,-54,-22,13,-13,27,-26,13,-82,22,-73,22,-6,8,-6,0.5,0.5,0,0,1,0
594,634,594,30,55,45,0,10,-35,65,50,0,-15,-35,-35,-10,-45,2.0,1.0,0,0,1,1
451,2,451,20,58,16,15,-1,10,57,60,15,35,-17,-18,1,0,0.5,1.0,0,0,0,1
6,299,299,-32,-36,-2,-10,5,0,4,-26,20,-10,42,42,25,32,2.0,1.0,0,0,0,0
13,642,13,17,59,70,91,65,23,53,41,85,73,-76,-35,-71,-35,0.5,1.0,0,0,0,1
603,742,603,-48,3,18,-27,-1,24,41,-20,-11,-53,20,25,17,22,1.0,0.25,0,0,0,1
570,258,570,19,58,35,3,-15,41,73,43,23,43,-20,-34,35,21,2.0,1.0,0,0,0,1
121,631,121,25,35,38,-15,-37,-35,48,50,-37,-35,-25,-10,15,-45,2.0,0.25,0,0,1,1
438,358,438,-4,59,6,14,-39,28,39,24,-6,24,-26,-31,19,14,1.0,2.0,0,0,0,1
242,685,685,-54,-59,-45,10,-45,10,-15,-24,-15,-24,89,89,20,20,2.0,1.0,0,0,0,0
331,82,82,-5,-25,-15,-5,-5,-5,-45,15,-5,-15,-5,45,5,-5,2.0,4.0,0,0,1,0
306,563,306,-27,-35,-20,17,45,10,-20,-30,55,30,35,32,-7,40,1.0,1.0,0,0,0,1
223,665,223,0,-10,35,-40,-5,45,5,10,-35,-30,-20,20,10,10,2.0,0.0,0,0,0,1
548,480,480,31,25,38,38,43,-5,38,31,43,31,-25,-25,-38,-38,1.0,1.0,0,0,1,0
339,217,339,22,3,12,33,12,57,27,27,57,57,12,2,12,2,1.0,1.0,0,0,0,1
742,505,505,40,-6,-3,11,16,-17,35,17,32,14,44,-17,5,-37,0.5,2.0,0,0,1,0
336,733,336,22,25,35,33,50,45,20,22,35,22,-40,-25,-48,-33,1.0,1.0,0,0,0,1
212,586,586,-20,-70,-70,70,15,85,-65,-20,50,45,75,70,-35,-5,1.0,1.0,0,0,0,0
53,599,599,-60,-5,-5,30,-5,-15,10,-25,-25,-60,20,40,-50,-30,1.0,0.5,0,0,1,0
257,96,257,-30,15,45,-5,60,45,45,15,-15,-45,-15,30,-70,-10,0.5,1.0,0,0,0,1
397,110,110,20,30,10,0,0,-60,10,20,0,20,-30,-30,0,0,1.0,1.0,0,0,1,0
505,794,794,-43,-25,-30,-45,-33,-14,11,-20,-12,-40,66,48,66,48,2.0,2.0,0,1,1,0
118,735,735,-40,13,45,-30,-5,-54,15,-15,10,-20,-43,12,45,50,1.0,1.0,0,0,1,0
41,80,80,-10,-25,-17,-20,-55,-65,-20,-35,-60,-20,22,0,15,10,1.0,2.0,0,0,1,0
314,132,314,110,115,35,-5,-55,10,95,120,-25,55,-55,-105,35,-50,1.0,1.0,0,0,0,1
532,130,130,20,5,22,25,22,6,-5,20,40,65,-32,-5,-7,20,2.0,1.0,0,0,0,0
295,272,272,-40,-50,-50,-40,-30,-50,-50,-50,-40,-40,50,40,30,40,0.5,2.0,0,0,1,0
453,366,453,-15,0,-25,55,0,10,-20,-5,20,50,5,10,-35,10,1.0,2.0,0,0,0,1
289,767,767,-13,-44,-42,-25,-15,-28,-32,-13,-25,-38,54,44,15,0,1.0,2.0,0,0,1,0
437,791,437,24,48,17,33,12,26,43,38,38,38,-22,-34,-7,-19,1.0,2.0,0,0,0,1
411,92,92,5,-30,35,0,25,-45,10,20,0,0,5,45,-25,-5,1.0,0.5,0,0,1,0
570,114,570,4,8,-60,38,-30,61,-22,28,8,28,30,16,0,-14,1.0,1.0,0,0,0,1
781,373,373,-61,-12,-3,-32,-16,-9,-7,-44,-27,-66,8,29,21,27,4.0,0.5,0,0,1,0
163,566,163,61,50,45,129,45,75,65,65,109,109,-30,-46,-65,-81,1.0,1.0,1,0,0,1
685,24,24,6,44,0,-80,0,-66,44,41,-25,-28,0,-9,55,46,1.0,1.0,0,0,1,0
133,567,133,5,30,15,20,15,45,45,45,-10,-10,0,10,-45,-35,1.0,1.0,0,0,0,1
83,452,452,40,90,95,5,-5,-10,85,80,-15,15,-100,-50,-15,-30,2.0,4.0,0,0,1,0
573,568,568,-35,-57,-42,8,-42,-16,-37,-32,-37,-32,62,60,-3,-5,1.0,1.0,0,0,1,0
257,111,257,-10,55,15,-25,65,30,15,35,-10,-25,-55,-10,-50,10,0.5,2.0,0,0,0,1
435,186,186,-30,51,47,-1,9,-11,51,-16,-1,-50,-47,-37,-9,-19,4.0,1.0,0,0,1,0
359,18,359,15,35,10,35,35,25,10,15,35,15,-35,-35,-35,-35,1.0,1.0,0,0,0,1
786,671,786,-5,30,32,-87,-15,19,-5,25,-32,-2,-67,0,70,90,2.0,4.0,0,0,0,1
332,449,449,15,25,106,10,16,-5,56,45,16,5,-75,5,-10,-20,1.0,1.0,0,0,1,0
53,687,687,-5,-30,-20,0,10,-40,-5,30,-10,-5,45,65,-20,0,1.0,1.0,0,0,1,0
169,240,169,-20,-18,20,23,40,30,2,-18,23,-17,0,20,-40,-20,2.0,2.0,0,0,0,1
785,796,785,15,-10,-28,-42,-75,34,-60,40,-92,8,-22,35,25,35,2.0,1.0,0,1,0,1
550,199,550,0,70,40,115,40,85,40,20,85,65,-70,-50,-70,-50,0.5,2.0,1,0,0,1
365,362,362,-35,-60,-20,-40,-5,-50,-40,-40,-40,-40,40,55,5,35,1.0,1.0,0,0,1,0
553,718,553,49,0,25,0,25,21,25,49,25,49,0,0,0,0,0.5,1.0,1,0,0,1
601,393,393,-20,-77,10,-35,0,-33,-7,-12,-20,-25,60,85,15,30,2.0,1.0,0,0,1,0
430,684,684,-9,106,-30,145,-30,115,130,121,130,121,54,24,15,-15,1.0,2.0,1,0,0,0
156,13,13,81,7,-55,-70,-5,-48,-10,31,-50,-14,38,-57,25,-25,1.0,1.0,0,0,1,0
221,467,467,-10,-15,85,-25,10,-75,35,5,10,-25,-35,30,25,10,1.0,1.0,0,0,1,0
446,644,446,43,35,10,-10,0,27,35,49,-5,19,-10,-29,5,-14,1.0,0.5,0,0,0,1
47,81,47,0,-35,-65,0,10,35,-55,5,0,-10,45,40,-10,-10,0.5,4.0,0,0,0,1
416,527,527,12,-75,35,35,85,-30,-15,-18,-15,32,25,45,-135,-15,1.0,2.0,1,0,1,0
762,785,785,0,-15,-32,39,48,-40,-47,10,22,32,0,25,-65,-7,2.0,1.0,0,0,1,0
571,225,225,-25,-72,-182,-2,-47,34,-177,-22,-42,-22,77,75,7,5,1.0,1.0,0,0,0,0
180,569,569,-1,-30,-7,-10,43,-11,-17,-21,3,-1,20,10,-30,10,2.0,1.0,0,0,1,0
697,464,697,22,25,-12,45,-12,58,3,35,23,55,-10,-12,-10,-12,1.0,2.0,0,0,0,1
368,7,7,-5,31,-18,-49,-25,-10,37,37,-25,-18,24,11,49,36,1.0,1.0,0,0,1,0
554,37,554,10,8,13,25,15,24,13,10,15,10,-8,-8,-25,-25,2.0,2.0,1,0,0,1
366,410,410,-20,-75,-40,-50,15,-40,-60,-25,-20,-25,55,70,15,45,2.0,2.0,0,0,1,0
597,725,725,34,9,15,3,11,-2,25,24,21,24,1,-19,7,-13,1.0,1.0,0,0,1,0
389,411,411,-20,-15,10,-5,30,-5,-40,0,-30,-10,-35,35,-55,15,2.0,1.0,0,0,1,0
540,390,540,35,55,-60,65,-60,90,-5,85,-5,85,0,-5,-10,-15,1.0,2.0,1,0,0,1
359,383,383,-35,0,-19,-40,-65,-21,-19,-35,-65,-35,0,0,40,40,1.0,1.0,0,0,1,0
785,81,785,25,10,22,28,45,64,-10,50,28,18,-42,15,-45,-35,4.0,1.0,0,0,0,1
232,26,26,25,44,15,-10,25,-12,65,70,-30,-15,6,1,-45,-30,2.0,1.0,0,0,1,0
644,25,25,6,-6,15,40,25,-28,15,20,30,35,6,20,-35,-11,1.0,1.0,0,0,1,0
117,744,744,-5,-69,-3,-9,4,-28,-23,-40,-11,-35,49,34,-6,-21,1.0,2.0,0,0,1,0
150,28,28,-30,-50,35,29,-6,-65,-25,-25,29,25,-10,55,6,26,2.0,0.5,0,0,1,0
571,537,537,0,-12,-59,-52,-59,-22,-54,3,-54,3,17,15,57,55,0.5,0.5,0,0,1,0
615,706,706,-9,-15,-25,-130,-35,-51,20,11,-65,-64,60,35,100,75,1.0,1.0,0,1,1,0
516,736,516,53,90,72,-18,1,-32,82,78,1,-7,-80,-65,18,-42,2.0,0.5,0,0,1,1
230,458,230,30,121,95,36,55,39,105,110,20,25,-111,-41,-71,-41,1.0,0.5,0,0,0,1
292,201,201,-20,-65,-60,-5,-40,-15,-80,-35,-40,-45,45,50,5,-20,1.0,2.0,0,0,1,0
190,384,384,-35,-50,-5,-30,-5,-50,-50,-50,-30,-30,5,35,5,35,1.0,1.0,0,0,1,0
583,730,583,30,50,20,40,25,54,57,55,42,35,-13,-25,-23,-35,2.0,1.0,0,0,0,1
683,347,347,-23,47,7,-13,7,-7,37,20,-23,-40,-17,-4,-17,-4,1.0,1.0,0,0,1,0
344,562,344,-10,-28,-5,-10,15,25,-13,-28,13,-2,20,10,8,18,1.0,1.0,0,0,0,1
49,249,249,-30,-40,-35,-65,-25,-85,-40,-25,-15,0,35,45,75,95,1.0,2.0,0,0,1,0
795,234,234,53,5,66,46,20,-20,45,45,6,26,-26,-13,-60,-73,1.0,4.0,1,0,1,0
673,515,673,-44,32,-25,-40,-45,17,22,7,-55,-70,15,19,30,14,1.0,1.0,0,0,0,1
190,755,755,-27,-28,-1,-19,8,-29,-46,-42,-17,-22,-17,13,-6,24,1.0,1.0,0,0,1,0
639,45,45,-70,-15,20,60,25,0,10,-85,80,-10,5,0,-5,0,1.0,1.0,0,0,0,0
208,333,333,5,-35,-125,45,25,-20,-105,5,45,35,55,35,-25,-15,1.0,1.0,0,0,1,0
273,39,273,-21,-27,-22,10,0,5,-12,-16,10,4,37,32,0,15,0.5,2.0,0,0,0,1
177,744,177,-10,-48,-14,-24,-16,32,-2,-19,-26,-50,60,39,14,-16,1.0,2.0,0,0,0,1
544,192,544,70,110,65,10,65,30,115,120,35,40,-60,-60,-40,-40,1.0,1.0,1,0,0,1
11,80,80,-21,-7,15,-15,-40,-42,-2,-17,-55,-15,-10,11,0,21,0.5,1.0,0,0,1,0
280,24,24,-3,80,0,-5,0,-21,80,77,50,47,0,0,55,55,2.0,2.0,0,0,1,0
355,625,625,12,70,-45,50,0,-10,-25,62,40,87,-50,-20,-10,25,1.0,1.0,0,0,1,0
264,693,264,30,18,19,-15,9,35,49,30,24,5,12,-18,30,-10,0.5,0.5,1,0,0,1
238,310,310,-10,10,60,40,20,-5,-10,-10,20,20,-80,-10,-40,-10,2.0,1.0,0,0,1,0
391,667,391,44,13,28,-13,32,21,13,13,17,17,-28,-44,-2,-14,1.0,1.0,0,0,0,1
596,682,682,-15,-75,-20,-45,-20,-41,-10,-15,-10,-15,85,75,55,45,1.0,1.0,0,0,1,0
559,85,85,25,-7,-15,-10,-25,-50,23,28,-10,5,45,10,25,-10,1.0,0.5,0,0,1,0
37,248,248,15,2,37,-35,5,-19,42,17,-5,0,3,0,25,20,2.0,1.0,0,0,1,0
89,657,657,-25,-12,20,38,5,-20,-15,-15,45,45,-23,22,2,32,0.5,1.0,0,0,1,0
608,98,608,30,2,-15,32,50,76,-33,37,52,47,-20,5,-30,-15,2.0,0.5,0,0,0,1
107,155,155,-50,-30,5,-45,-70,-100,20,25,-70,-55,45,105,45,40,2.0,1.0,0,0,1,0
299,254,254,17,5,-2,5,-5,-5,38,27,25,17,35,5,25,-5,1.0,1.0,0,0,1,0
355,525,525,-40,-10,20,75,45,-60,40,10,85,35,30,60,-35,0,2.0,4.0,0,0,1,0
645,474,474,-99,-15,21,-10,21,-21,21,-85,26,-70,15,29,15,39,2.0,1.0,0,0,1,0
331,619,619,0,5,15,5,5,-25,-15,20,5,-10,-35,15,-5,-15,4.0,0.5,0,0,1,0
226,423,423,-40,-70,-40,-140,-120,-60,-10,-20,-120,-60,100,90,140,120,1.0,1.0,0,1,1,0
746,400,746,-28,-12,-16,-12,-10,23,-22,-42,-7,-27,6,-2,15,13,1.0,1.0,0,0,0,1
134,286,134,-5,-40,-35,55,35,25,-20,-20,55,45,55,25,-35,-5,1.0,2.0,0,0,0,1
31,427,427,-70,-125,-60,-130,-50,-25,-45,-50,-50,-55,140,145,130,145,1.0,1.0,0,1,1,0
16,411,16,20,-10,-30,55,20,40,-35,5,30,50,5,-5,-45,-25,1.0,1.0,0,0,0,1
602,364,364,-15,-52,30,-65,20,-13,3,-7,-10,-20,25,60,35,60,2.0,1.0,0,0,1,0
367,458,367,35,81,65,81,60,44,65,70,65,70,-81,-46,-76,-46,1.0,0.5,0,0,0,1
715,385,715,31,-18,20,69,-30,68,2,12,9,69,0,-1,-30,-31,2.0,1.0,0,0,0,1
200,45,200,-15,5,60,15,55,30,30,-65,35,-55,-35,-55,-35,-55,1.0,1.0,0,0,0,1
490,752,490,16,15,-105,42,-108,31,-85,5,-58,32,5,-26,8,-26,0.5,1.0,0,0,0,1
574,489,574,-25,93,58,83,-2,71,93,-2,33,-2,-58,-70,-48,-60,1.0,1.0,0,0,0,1
383,359,383,35,0,19,40,65,21,0,0,40,40,-19,-35,-65,-35,1.0,1.0,0,0,0,1
428,353,428,40,40,60,35,55,65,60,40,55,40,-40,-40,-35,-35,1.0,2.0,1,0,0,1
380,404,380,-10,11,-55,-74,-25,23,-10,40,-35,-15,34,39,64,69,1.0,2.0,0,0,0,1
272,698,272,45,15,45,50,45,40,45,45,45,45,-15,-15,-50,-50,1.0,4.0,0,0,0,1
37,601,37,45,39,17,35,25,34,22,47,15,30,-34,-37,-45,-50,2.0,2.0,0,0,0,1
701,301,301,31,44,30,22,40,-17,69,69,22,12,-5,-6,-40,-41,4.0,1.0,1,0,1,0
754,334,334,31,-68,-158,39,9,-21,-158,2,19,29,68,39,-29,-41,0.5,2.0,0,0,1,0
553,633,553,60,15,60,0,60,15,60,60,60,60,-15,-15,0,0,1.0,1.0,1,0,0,1
348,450,348,-15,5,-29,5,-29,5,41,30,16,5,65,40,40,15,1.0,2.0,0,0,0,1
502,485,485,-17,26,4,6,-31,42,-36,-7,-56,-27,-66,-16,-31,-16,1.0,2.0,0,0,0,0
673,493,493,-2,27,5,-10,-5,-15,52,49,-15,-28,20,24,0,-16,2.0,2.0,0,0,1,0
8,243,8,3,25,36,25,10,55,55,55,55,55,-6,27,20,27,1.0,1.0,0,0,0,1
567,463,463,35,50,23,5,23,-10,38,50,-7,5,-35,-35,-35,-35,1.0,1.0,0,0,1,0
564,352,352,-125,-35,-6,-55,-6,-18,10,-115,-10,-135,51,45,51,45,1.0,1.0,0,0,1,0
611,248,611,-5,2,15,-30,-25,3,42,17,0,5,25,20,55,40,2.0,1.0,0,0,0,1
619,388,388,-14,-100,10,-58,-48,-20,-10,1,-48,-29,80,115,58,43,1.0,1.0,0,0,1,0
707,637,707,40,75,30,75,35,35,50,60,65,90,-55,-55,-45,-25,1.0,1.0,1,0,0,1
38,388,388,-18,-108,-35,-53,-43,-25,-18,-7,-43,-24,125,119,53,47,0.5,1.0,0,0,1,0
340,114,114,10,-5,-30,85,0,90,-35,15,55,75,0,10,-30,-20,0.0,2.0,0,0,0,0
560,406,406,67,93,10,60,0,-32,68,80,35,57,-35,-80,-25,-70,1.0,2.0,0,0,1,0
232,579,232,30,70,25,4,65,42,75,75,10,-10,-20,-25,-59,-44,1.0,4.0,0,0,0,1
62,500,62,-28,8,-43,-3,3,38,2,12,-7,-33,37,32,-7,-2,1.0,1.0,0,0,0,1
194,577,194,-21,15,-5,-2,-10,11,-5,-36,10,-11,-15,-30,22,12,1.0,1.0,0,0,0,1
124,512,124,15,-37,-25,-92,-25,60,-10,5,-65,-50,52,27,52,27,1.0,1.0,0,0,0,1
500,147,500,3,7,18,-72,-53,-98,12,7,-57,-27,-13,-3,68,42,2.0,0.0,0,0,1,1
329,173,329,0,20,21,11,7,7,21,35,7,5,-20,15,-11,-6,1.0,1.0,0,0,0,1
151,678,151,20,20,40,75,5,30,-25,10,50,65,-85,-30,-30,-30,2.0,1.0,0,0,0,1
633,576,633,-15,7,-3,22,-3,4,42,30,57,45,38,38,38,38,1.0,1.0,0,0,0,1
226,52,226,25,10,-5,-5,-15,5,25,45,-15,5,20,10,5,-15,1.0,1.0,0,0,0,1
629,631,629,-5,45,-17,52,-17,35,58,60,30,32,30,20,-5,-15,1.0,0.5,0,0,0,1
73,141,141,-25,-45,-29,-25,-65,-46,1,-15,-65,-60,75,55,25,-10,0.5,2.0,0,0,1,0
402,396,396,-15,14,35,24,5,-18,14,14,24,24,-35,15,-5,15,1.0,0.5,0,0,1,0
252,373,373,-20,42,47,-16,-11,-10,47,10,-11,-50,-42,-12,16,-14,1.0,2.0,0,0,1,0
702,733,702,53,55,32,63,104,73,50,52,65,52,-37,-56,-102,-64,0.5,0.5,1,0,0,1
683,207,683,47,90,60,30,60,18,90,90,30,30,-60,-47,-60,-47,1.0,0.5,0,0,0,1
764,748,748,-3,25,12,37,8,-45,-3,-1,39,46,-40,-23,-6,12,1.0,1.0,0,0,1,0
76,376,376,10,35,-20,30,-40,-15,20,35,0,30,5,-10,10,-10,2.0,2.0,0,0,1,0
